"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=equus"
"Access Time","Thu 2017-02-02 21:29:11 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","equus"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0472"
"Records Found","1631"
"Records Returned","1631"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"485302","occ","","","48587","Equus caballus","species","46259","","Equus caballus","species","46259","Late Pleistocene","","0.126","0.0117","12964"
"485334","occ","","","48581","Equus caballus","species","46259","","Equus caballus","species","46259","Middle Pleistocene","","0.781","0.126","12964"
"485376","occ","","","48580","Equus sp.","genus","42996","","Equus","genus","42996","Early Pleistocene","","2.588","0.781","12964"
"485385","occ","","","48578","Equus sp.","genus","42996","","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","12964"
"487198","occ","","","48857","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","13025"
"487206","occ","","","48858","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","13025"
"487564","occ","","","48989","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","13054"
"488500","occ","","","49087","Equus caballus","species","46259","","Equus caballus","species","46259","Middle Pleistocene","","0.781","0.126","13054"
"488509","occ","","","49087","Equus aff. hydruntinus","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13054"
"488510","occ","","","49087","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13054"
"488525","occ","","","49089","Equus caballus","species","46259","","Equus caballus","species","46259","Middle Pleistocene","","0.781","0.126","13054"
"488536","occ","","","49091","Equus sp.","genus","42996","","Equus","genus","42996","Early Pleistocene","Middle Pleistocene","2.588","0.126","13054"
"488543","occ","12521","","49092","Equus cf. suessenbornensis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13054"
"489180","occ","12529","","49197","Equus mosbachensis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","10948"
"489217","occ","","","49211","Equus cf. suessenbornensis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","Middle Pleistocene","2.588","0.126","13792"
"489224","occ","","","49212","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","13140"
"489307","occ","","","49240","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","13150"
"489308","occ","","","49240","Equus stehlini","species","42996","species not entered","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","13150"
"489340","occ","","","44089","Equus cf. livenzovensis","species","42996","species not entered","Equus","genus","42996","Villanyian","","3.2","2.588","13151"
"489364","occ","","","49254","Equus stenonis","species","42996","species not entered","Equus","genus","42996","MN 17","","2.588","1.806","13155"
"489579","occ","","","49307","Equus sp.","genus","42996","","Equus","genus","42996","Early Pleistocene","","2.588","0.781","13167"
"489965","occ","","","49414","Equus stenonis","species","42996","species not entered","Equus","genus","42996","MN 17","","2.588","1.806","13151"
"492280","occ","","","32105","Equus stenonis","species","42996","species not entered","Equus","genus","42996","MN 17","","2.588","1.806","13340"
"493143","occ","","","49813","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13378"
"493144","occ","","","49813","Equus altidens","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13378"
"493161","occ","","","49814","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13378"
"493162","occ","","","49814","Equus altidens","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13378"
"493216","occ","","","49816","Equus cf. altidens","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13380"
"493217","occ","","","49816","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13380"
"494603","occ","12789","","49989","Equus cf. bressanus","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13425"
"494604","occ","","","49989","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13425"
"494710","occ","","","49999","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13430"
"494721","occ","","","50000","Equus sp.","genus","42996","","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9643"
"495567","occ","","","34981","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13427"
"495759","occ","","","50049","Equus informal sp. 1","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13430"
"495760","occ","","","50049","Equus informal sp. 2","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13430"
"495907","occ","","","50056","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13430"
"495918","occ","","","50059","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13430"
"496978","occ","","","50193","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","13430"
"497031","occ","","","50196","Equus mosbachensis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497086","occ","","","50198","Equus robustus","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497130","occ","","","50199","Equus mosbachensis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497478","occ","","","50247","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497589","occ","","","50257","Equus suessenbornensis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497590","occ","","","50257","Equus cf. germanicus","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497663","occ","","","50258","Equus mosbachensis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497694","occ","","","50259","Equus steinheimensis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497723","occ","","","50260","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497785","occ","13051","","50274","Equus bressanus","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","8652"
"498806","occ","","","50466","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","Middle Pleistocene","2.588","0.126","13532"
"498807","occ","","","50466","Equus (Asinus) sp.","subgenus","162071","subjective synonym of","Equus","genus","42996","Early Pleistocene","Middle Pleistocene","2.588","0.126","13532"
"498821","occ","","","50342","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","13519"
"498837","occ","","","50342","Equus bressanus","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","13519"
"502654","occ","","","51102","Equus sivalensis","species","42996","species not entered","Equus","genus","42996","Pliocene","","5.333","2.588","13624"
"502689","occ","","","51106","Equus sivalensis","species","42996","species not entered","Equus","genus","42996","Pliocene","","5.333","2.588","13626"
"502690","occ","","","51106","Equus sp.","genus","42996","","Equus","genus","42996","Pliocene","","5.333","2.588","13626"
"504049","occ","","","51187","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","13638"
"504059","occ","","","51188","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13638"
"507088","occ","","","51471","Equus sanmeniensis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","13687"
"508675","occ","","","51684","Equus cf. stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","13759"
"510965","occ","","","51778","Equus caballus","species","46259","","Equus caballus","species","46259","Early Pleistocene","","2.588","0.781","13786"
"512320","occ","","","51817","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13795"
"516136","occ","","","13451","Equus sp.","genus","42996","","Equus","genus","42996","Piacenzian","","3.6","2.588","6029"
"558974","occ","","","58089","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","15601"
"562969","occ","","","58809","Equus cf. stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","16685"
"565622","occ","","","59150","Equus sp.","genus","42996","","Equus","genus","42996","Holocene","","0.0117","0","16894"
"583590","occ","","","21695","Equus capensis","species","331457","","Equus capensis","species","331457","Pleistocene","","2.588","0.0117","17685"
"583591","occ","","","21695","Equus quagga","species","90653","","Equus quagga","species","90653","Pleistocene","","2.588","0.0117","17685"
"597493","occ","19321","","63337","Equus neogaeus","species","117317","subjective synonym of","Equus caballus","species","46259","Lujanian","","0.781","0.012","17632"
"598318","occ","","","63424","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","18245"
"598376","occ","","","63429","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","Holocene","0.126","0","18245"
"610359","occ","","","65405","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","18853"
"610846","occ","","","65469","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","18867"
"613890","occ","","","65991","Equus cf. occidentalis","species","46294","subjective synonym of","Equus (Dolichohippus) simplicidens","species","46308","Pleistocene","","2.588","0.0117","18912"
"614658","occ","","","66063","Equus cf. occidentalis","species","46294","subjective synonym of","Equus (Dolichohippus) simplicidens","species","46308","Pleistocene","","2.588","0.0117","18912"
"627301","occ","","","67660","Equus hemionus","species","46275","recombined as","Equus (Hemionus) hemionus","species","46275","Middle Pleistocene","","0.781","0.126","19319"
"627302","occ","","","67660","Equus cf. ferus","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","19319"
"627303","occ","","","67660","Equus hydruntinus","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","19319"
"632461","occ","","","68070","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","19545"
"635633","occ","","","68380","Equus sanmeniensis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","19685"
"643951","occ","","","69541","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Gelasian","","2.588","1.806","23350"
"645542","occ","","","69723","Equus cf. tabeti","species","95587","","Equus tabeti","species","95587","Early Pleistocene","","2.588","0.781","23392"
"647027","occ","","","69920","Equus sp.","genus","42996","","Equus","genus","42996","Late Pliocene","Early Pleistocene","3.6","0.781","23469"
"648698","occ","","","70111","Equus simplicidens","species","46308","recombined as","Equus (Dolichohippus) simplicidens","species","46308","Blancan","","4.9","1.8","23536"
"648705","occ","","","70115","Equus sp.","genus","42996","","Equus","genus","42996","Blancan","","4.9","1.8","23536"
"648834","occ","","","70118","Equus conversidens","species","46262","","Equus conversidens","species","46262","Early Pleistocene","Middle Pleistocene","2.588","0.126","23537"
"654814","occ","","","70673","Equus insulatus","species","117395","recombined as","Equus (Amerhippus) insulatus","species","117395","Early Pleistocene","","2.588","0.781","19694"
"654901","occ","","","70704","Equus curvidens","species","247768","","Equus curvidens","species","247768","Middle Pleistocene","","0.781","0.126","19694"
"658908","occ","","","71055","Equus n. sp. yunnanensis","species","97607","","Equus yunnanensis","species","97607","Early Pleistocene","","2.588","0.781","23802"
"658978","occ","","","71060","Equus nalaikhaensis","species","97703","","Equus nalaikhaensis","species","97703","Early Pleistocene","","2.588","0.781","23807"
"658979","occ","","","71060","Equus informal sp. A","genus","42996","obsolete variant of","Equus","genus","42996","Early Pleistocene","","2.588","0.781","23807"
"658980","occ","","","71060","Equus informal sp. B","genus","42996","obsolete variant of","Equus","genus","42996","Early Pleistocene","","2.588","0.781","23807"
"661511","occ","","","71265","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","23979"
"661520","occ","","","71266","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","Holocene","0.126","0","23979"
"661552","occ","","","71270","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","23943"
"661582","occ","","","71275","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","24082"
"661588","occ","","","71276","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","24084"
"661598","occ","","","71277","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","23923"
"661607","occ","30861","","71278","Equus conversidens","species","46262","","Equus conversidens","species","46262","Late Pleistocene","","0.126","0.0117","54381"
"661619","occ","","","71279","Equus neogeus","species","117318","subjective synonym of","Equus caballus","species","46259","Lujanian","","0.781","0.012","24011"
"661632","occ","","","71283","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","23881"
"661634","occ","","","71284","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","23881"
"661647","occ","","","71286","Equus sp.","genus","42996","","Equus","genus","42996","Lujanian","","0.781","0.012","24012"
"661658","occ","","","71287","Equus sp.","genus","42996","","Equus","genus","42996","Lujanian","","0.781","0.012","24012"
"661671","occ","","","71290","Equus sp.","genus","42996","","Equus","genus","42996","Lujanian","","0.781","0.012","24007"
"661707","occ","","","71294","Equus conversidens","species","46262","","Equus conversidens","species","46262","Late Pleistocene","","0.126","0.0117","23961"
"661724","occ","","","71296","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","23908"
"661736","occ","","","71298","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","24084"
"661755","occ","","","71301","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","24084"
"661769","occ","","","71302","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","24084"
"661817","occ","","","71303","Equus neogeus","species","117318","subjective synonym of","Equus caballus","species","46259","Lujanian","","0.781","0.012","24010"
"661861","occ","","","71306","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","24035"
"661867","occ","","","71307","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","24035"
"661874","occ","","","71308","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","24035"
"661944","occ","","","71314","Equus sp.","genus","42996","","Equus","genus","42996","Lujanian","","0.781","0.012","23868"
"661978","occ","","","71317","Equus crinidens","species","160979","misspelling of, recombined as","Equus (Plesippus) crenidens","species","46263","Pleistocene","","2.588","0.0117","24069"
"662008","occ","","","71322","Equus sp.","genus","42996","","Equus","genus","42996","Ensenadan","","1.2","0.781","23916"
"662084","occ","","","71332","Equus neogeus","species","117318","subjective synonym of","Equus caballus","species","46259","Late Pleistocene","","0.126","0.0117","23910"
"662100","occ","","","71334","Equus neogeus","species","117318","subjective synonym of","Equus caballus","species","46259","Late Pleistocene","","0.126","0.0117","23910"
"662105","occ","","","71331","Equus neogeus","species","117318","subjective synonym of","Equus caballus","species","46259","Late Pleistocene","","0.126","0.0117","23910"
"662227","occ","","","71345","Equus conversidens","species","46262","","Equus conversidens","species","46262","Late Pleistocene","","0.126","0.0117","24078"
"662255","occ","","","71346","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","24009"
"683548","occ","","","73686","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","24700"
"683593","occ","","","73691","Equus lambei","species","46280","subjective synonym of","Equus alaskae","species","46255","Late Pleistocene","","0.126","0.0117","24706"
"683596","occ","","","73693","Equus lambei","species","46280","subjective synonym of","Equus alaskae","species","46255","Late Pleistocene","","0.126","0.0117","24706"
"683632","occ","","","73720","Equus lambei","species","46280","subjective synonym of","Equus alaskae","species","46255","Late Pleistocene","","0.126","0.0117","24706"
"683633","occ","","","73721","Equus lambei","species","46280","subjective synonym of","Equus alaskae","species","46255","Late Pleistocene","","0.126","0.0117","24706"
"683634","occ","","","73722","Equus lambei","species","46280","subjective synonym of","Equus alaskae","species","46255","Late Pleistocene","","0.126","0.0117","24706"
"683964","occ","","","73752","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","2588"
"684237","occ","","","73757","Equus caballus","species","46259","","Equus caballus","species","46259","Middle Pleistocene","","0.781","0.126","24726"
"684238","occ","","","73759","Equus caballus","species","46259","","Equus caballus","species","46259","Middle Pleistocene","","0.781","0.126","24726"
"684239","occ","","","73760","Equus caballus","species","46259","","Equus caballus","species","46259","Middle Pleistocene","","0.781","0.126","24726"
"684240","occ","","","73761","Equus caballus","species","46259","","Equus caballus","species","46259","Middle Pleistocene","","0.781","0.126","24726"
"684241","occ","","","73763","Equus caballus","species","46259","","Equus caballus","species","46259","Middle Pleistocene","","0.781","0.126","24726"
"684273","occ","","","73757","cf. Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","24726"
"685629","occ","","","73842","Equus curvidens","species","247768","","Equus curvidens","species","247768","Pliocene","","5.333","2.588","24751"
"689837","occ","","","74141","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","24884"
"689846","occ","","","74142","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","24885"
"689856","occ","","","74144","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","1316"
"690429","occ","19561","","74238","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","19636"
"690433","occ","","","74240","Equus leidyi","species","46283","","Equus leidyi","species","46283","Pleistocene","","2.588","0.0117","24936"
"690434","occ","19564","","74240","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","19636"
"690456","occ","19566","","74244","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","19636"
"690480","occ","","","74246","Equus complicatus","species","46261","","Equus complicatus","species","46261","Pleistocene","","2.588","0.0117","24936"
"690653","occ","","","74293","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","24948"
"690659","occ","","","74294","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","24949"
"690884","occ","","","74336","Equus cf. lambei","species","46280","subjective synonym of","Equus alaskae","species","46255","Middle Pleistocene","","0.781","0.126","24963"
"690885","occ","","","74336","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","24963"
"690970","occ","","","74361","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","24972"
"691160","occ","","","74470","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","24979"
"691165","occ","","","74471","Equus cf. tau","species","46309","subjective synonym of","Equus (Dolichohippus) simplicidens","species","46308","Late Pleistocene","","0.126","0.0117","24064"
"691270","occ","","","74480","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","24987"
"691630","occ","","","74498","Equus conversidens","species","46262","","Equus conversidens","species","46262","Rancholabrean","","0.3","0.012","24994"
"696774","occ","","","74954","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","25288"
"699348","occ","19640","","56733","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","25340"
"709960","occ","","","76059","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","25748"
"709961","occ","","","76059","Equus occidentalis","species","46294","subjective synonym of","Equus (Dolichohippus) simplicidens","species","46308","Late Pleistocene","","0.126","0.0117","25748"
"710057","occ","","","76060","Equus conversidens","species","46262","","Equus conversidens","species","46262","Late Pleistocene","","0.126","0.0117","25748"
"710058","occ","","","76060","Equus cf. niobrarensis","species","46293","","Equus niobrarensis","species","46293","Late Pleistocene","","0.126","0.0117","25748"
"710059","occ","","","76060","Equus cf. occidentalis","species","46294","subjective synonym of","Equus (Dolichohippus) simplicidens","species","46308","Late Pleistocene","","0.126","0.0117","25748"
"710103","occ","","","76068","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","25771"
"711933","occ","","","76292","Equus pygmaeus","species","42996","species not entered","Equus","genus","42996","Messinian","","7.246","5.333","24838"
"713149","occ","","","76510","Equus stenonis ?","species","42996","species not entered","Equus","genus","42996","Late Pliocene","","3.6","2.588","24838"
"713671","occ","","","76527","Equus sp.","genus","42996","","Equus","genus","42996","Gelasian","","2.588","1.806","24838"
"713673","occ","","","56730","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","24838"
"713694","occ","","","76530","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Late Pliocene","","3.6","2.588","24838"
"713708","occ","","","76533","Equus sp.","genus","42996","","Equus","genus","42996","Late Pliocene","","3.6","2.588","24838"
"723640","occ","","","77694","Equus sp.","genus","42996","","Equus","genus","42996","Middle Miocene","Pleistocene","15.97","0.0117","26241"
"724088","occ","","","77750","Equus caballus","species","46259","","Equus caballus","species","46259","Early Pleistocene","","2.588","0.781","26261"
"724089","occ","","","77754","Equus caballus","species","46259","","Equus caballus","species","46259","Middle Pleistocene","","0.781","0.126","26261"
"724092","occ","","","49816","Equus caballus","species","46259","","Equus caballus","species","46259","Middle Pleistocene","","0.781","0.126","26261"
"724098","occ","","","77767","Equus caballus","species","46259","","Equus caballus","species","46259","Gelasian","","2.588","1.806","26261"
"724099","occ","","","77767","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Gelasian","","2.588","1.806","26261"
"724100","occ","","","77750","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","26261"
"724101","occ","","","58421","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","26261"
"724190","occ","","","77773","Equus cf. major","species","46285","subjective synonym of","Equus complicatus","species","46261","Gelasian","Early Pleistocene","2.588","0.781","26265"
"727500","occ","","","78193","Equus yunnanensis","species","97607","","Equus yunnanensis","species","97607","Early Pleistocene","","2.588","0.781","26343"
"731809","occ","","","78577","Equus (Amerhippus) neogeus","species","117318","subjective synonym of","Equus caballus","species","46259","Lujanian","","0.781","0.012","26422"
"731819","occ","","","78580","Equus (Amerhippus) cf. neogeus","species","117318","subjective synonym of","Equus caballus","species","46259","Lujanian","","0.781","0.012","26422"
"732482","occ","","","63515","Equus (Amerhippus) santaeelenae","species","117394","","Equus (Amerhippus) santaeelenae","species","117393","Late Pleistocene","","0.126","0.0117","26437"
"740007","occ","","","79548","Equus caballus","species","46259","","Equus caballus","species","46259","Late Pleistocene","","0.126","0.0117","26697"
"740008","occ","","","79548","Equus hemionus","species","46275","recombined as","Equus (Hemionus) hemionus","species","46275","Late Pleistocene","","0.126","0.0117","26697"
"740238","occ","","","79581","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","26708"
"740249","occ","","","79582","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","26708"
"740515","occ","","","79630","Equus cf. occidentalis","species","46294","subjective synonym of","Equus (Dolichohippus) simplicidens","species","46308","Pleistocene","","2.588","0.0117","26738"
"740606","occ","","","79634","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","26754"
"740881","occ","","","79654","Equus cf. francisci","species","46270","","Equus francisci","species","46270","Late Pleistocene","","0.126","0.0117","26756"
"750031","occ","","","79759","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","26822"
"750032","occ","","","79778","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","26822"
"750033","occ","","","79768","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","26822"
"750034","occ","","","79750","Equus sp.","genus","42996","","Equus","genus","42996","Rancholabrean","","0.3","0.012","26822"
"750036","occ","","","80233","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","26822"
"773715","occ","","","82995","Equus conversidens","species","46262","","Equus conversidens","species","46262","Pleistocene","","2.588","0.0117","4022"
"774122","occ","","","83069","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","27902"
"774129","occ","","","83072","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","27902"
"774135","occ","","","83073","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","27902"
"781629","occ","","","84195","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","28192"
"788256","occ","","","85137","Equus complicatus","species","46261","","Equus complicatus","species","46261","Pleistocene","","2.588","0.0117","28647"
"788283","occ","","","85144","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","28649"
"788287","occ","","","85145","Equus sp.","genus","42996","","Equus","genus","42996","Early Pleistocene","","2.588","0.781","28649"
"788385","occ","","","85156","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","28655"
"788393","occ","","","85159","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","28655"
"789154","occ","","","85314","Equus sp.","genus","42996","","Equus","genus","42996","Rancholabrean","","0.3","0.012","28773"
"799301","occ","21435","","86959","Equus cf. occidentalis","species","46294","subjective synonym of","Equus (Dolichohippus) simplicidens","species","46308","Pleistocene","","2.588","0.0117","12164"
"799307","occ","","","71267","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","12164"
"799313","occ","","","71268","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","12164"
"823721","occ","","","90752","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","30545"
"835955","occ","","","92786","Equus namadicus","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","31306"
"837044","occ","","","92814","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","Holocene","2.588","0","31331"
"838789","occ","","","93103","Equus conversidens","species","46262","","Equus conversidens","species","46262","Late Pleistocene","","0.126","0.0117","3185"
"838790","occ","","","93103","Equus midlandensis","species","46288","","Equus midlandensis","species","46288","Late Pleistocene","","0.126","0.0117","3185"
"838791","occ","","","93103","Equus quinni ?","species","46304","subjective synonym of","Equus francisci","species","46270","Late Pleistocene","","0.126","0.0117","3185"
"838792","occ","","","93103","Equus cf. lambei","species","46280","subjective synonym of","Equus alaskae","species","46255","Late Pleistocene","","0.126","0.0117","3185"
"839008","occ","","","79919","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","31468"
"839075","occ","","","93141","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","31472"
"839089","occ","","","93142","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","31473"
"839109","occ","","","93143","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","31473"
"839712","occ","","","93178","Equus excelsus","species","46268","","Equus excelsus","species","46268","Late Pleistocene","","0.126","0.0117","31481"
