"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=plantae&cc=EUR,NOA&show=acconly"
"Access Time","Mon 2017-03-13 02:22:43 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","plantae"
"","cc","EUR,NOA"
"","timerule","major"
"","taxon_status","all"
"","show","acconly"
"Elapsed Time","1.63"
"Records Found","37803"
"Records Returned","37803"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"130168","occ","","F","10750","Pecopteris","genus","157283","Carboniferous","Permian","358.9","252.17","3995"
"130170","occ","","","10750","Sphenopteris","genus","56117","Carboniferous","Permian","358.9","252.17","3995"
"130174","occ","","F","10750","Cordaites","genus","125753","Carboniferous","Permian","358.9","252.17","3995"
"130175","occ","","F","10750","Cordaites","genus","125753","Carboniferous","Permian","358.9","252.17","3995"
"130176","occ","","F","10750","Taeniopteris","genus","56180","Carboniferous","Permian","358.9","252.17","3995"
"130177","occ","","F","10750","Taeniopteris","genus","56180","Carboniferous","Permian","358.9","252.17","3995"
"130229","occ","","F","10756","Lepidodendron","genus","125629","Pennsylvanian","","323.2","298.9","3999"
"130230","occ","","F","10756","Lepidodendron","genus","125629","Pennsylvanian","","323.2","298.9","3999"
"130231","occ","","F","10756","Lepidodendron","genus","125629","Pennsylvanian","","323.2","298.9","3999"
"130232","occ","","","10756","Lepidodendron aculeatum","species","125630","Pennsylvanian","","323.2","298.9","3999"
"130233","occ","","","10756","Lepidodendron aculeatum","species","125630","Pennsylvanian","","323.2","298.9","3999"
"130234","occ","","F","10756","Lepidodendron","genus","125629","Pennsylvanian","","323.2","298.9","3999"
"130235","occ","","F","10756","Lepidodendron","genus","125629","Pennsylvanian","","323.2","298.9","3999"
"130236","occ","","","10756","Lepidophloios","genus","125634","Pennsylvanian","","323.2","298.9","3999"
"130237","occ","","","10756","Lepidophloios","genus","125634","Pennsylvanian","","323.2","298.9","3999"
"130238","occ","","","10756","Lepidophloios","genus","125634","Pennsylvanian","","323.2","298.9","3999"
"130243","occ","","","10756","Sigillaria","genus","157272","Pennsylvanian","","323.2","298.9","3999"
"130244","occ","","","10756","Sigillaria","genus","157272","Pennsylvanian","","323.2","298.9","3999"
"130245","occ","","","10756","Sigillaria","genus","157272","Pennsylvanian","","323.2","298.9","3999"
"130246","occ","","","10756","Sigillaria","genus","157272","Pennsylvanian","","323.2","298.9","3999"
"130247","occ","","","10756","Sigillaria","genus","157272","Pennsylvanian","","323.2","298.9","3999"
"130248","occ","","","10756","Sigillaria","genus","157272","Pennsylvanian","","323.2","298.9","3999"
"130249","occ","","","10756","Sigillaria","genus","157272","Pennsylvanian","","323.2","298.9","3999"
"130250","occ","","","10756","Sigillaria","genus","157272","Pennsylvanian","","323.2","298.9","3999"
"130251","occ","","","10756","Sigillaria","genus","157272","Pennsylvanian","","323.2","298.9","3999"
"130252","occ","","","10756","Sigillaria","genus","157272","Pennsylvanian","","323.2","298.9","3999"
"130253","occ","","","10756","Sigillaria","genus","157272","Pennsylvanian","","323.2","298.9","3999"
"130254","occ","","","10756","Sigillaria","genus","157272","Pennsylvanian","","323.2","298.9","3999"
"130255","occ","","","10756","Sigillaria","genus","157272","Pennsylvanian","","323.2","298.9","3999"
"130256","occ","","","10756","Sigillaria","genus","157272","Pennsylvanian","","323.2","298.9","3999"
"130260","occ","","","10756","Calamostachys","genus","125732","Pennsylvanian","","323.2","298.9","3999"
"130261","occ","","","10756","Calamostachys","genus","125732","Pennsylvanian","","323.2","298.9","3999"
"130262","occ","","","10756","Calamostachys","genus","125732","Pennsylvanian","","323.2","298.9","3999"
"130263","occ","","","10756","Calamostachys","genus","125732","Pennsylvanian","","323.2","298.9","3999"
"130264","occ","","","10756","Calamostachys","genus","125732","Pennsylvanian","","323.2","298.9","3999"
"130265","occ","","","10756","Calamostachys","genus","125732","Pennsylvanian","","323.2","298.9","3999"
"130266","occ","","","10756","Calamostachys","genus","125732","Pennsylvanian","","323.2","298.9","3999"
"130271","occ","","F","10756","Calamites","genus","125728","Pennsylvanian","","323.2","298.9","3999"
"130272","occ","","F","10756","Calamites","genus","125728","Pennsylvanian","","323.2","298.9","3999"
"130273","occ","","F","10756","Calamites","genus","125728","Pennsylvanian","","323.2","298.9","3999"
"130274","occ","","F","10756","Calamites","genus","125728","Pennsylvanian","","323.2","298.9","3999"
"130275","occ","","F","10756","Calamites","genus","125728","Pennsylvanian","","323.2","298.9","3999"
"130276","occ","","F","10756","Calamites","genus","125728","Pennsylvanian","","323.2","298.9","3999"
"130277","occ","","","10756","Calamites undulatus","species","125730","Pennsylvanian","","323.2","298.9","3999"
"130366","occ","","","10778","Sphenopteris","genus","56117","Pennsylvanian","","323.2","298.9","4003"
"130368","occ","","","10778","Eremopteris","genus","157170","Pennsylvanian","","323.2","298.9","4003"
"130369","occ","","F","10778","Neuropteris","genus","157275","Pennsylvanian","","323.2","298.9","4003"
"130370","occ","","F","10778","Neuropteris","genus","157275","Pennsylvanian","","323.2","298.9","4003"
"130371","occ","","F","10778","Neuropteris","genus","157275","Pennsylvanian","","323.2","298.9","4003"
"130373","occ","","F","10778","Cordaites","genus","125753","Pennsylvanian","","323.2","298.9","4003"
"130376","occ","","","10778","Sphenopteris","genus","56117","Pennsylvanian","","323.2","298.9","4003"
"130378","occ","","F","10779","Deltoidospora","genus","252475","Desmoinesian","","313.8","305.9","3992"
"130379","occ","","F","10779","Deltoidospora","genus","252475","Desmoinesian","","313.8","305.9","3992"
"130380","occ","","F","10779","Deltoidospora","genus","252475","Desmoinesian","","313.8","305.9","3992"
"130381","occ","","F","10779","Deltoidospora","genus","252475","Desmoinesian","","313.8","305.9","3992"
"130382","occ","","F","10779","Deltoidospora","genus","252475","Desmoinesian","","313.8","305.9","3992"
"130387","occ","","F","10779","Granulatisporites","genus","276806","Desmoinesian","","313.8","305.9","3992"
"130388","occ","","F","10779","Granulatisporites","genus","276806","Desmoinesian","","313.8","305.9","3992"
"130389","occ","","","10779","Cyclogranisporites","genus","261034","Desmoinesian","","313.8","305.9","3992"
"130390","occ","","","10779","Cyclogranisporites","genus","261034","Desmoinesian","","313.8","305.9","3992"
"130391","occ","","","10779","Cyclogranisporites","genus","261034","Desmoinesian","","313.8","305.9","3992"
"130392","occ","","F","10779","Verrucosisporites","genus","264495","Desmoinesian","","313.8","305.9","3992"
"130393","occ","","F","10779","Verrucosisporites","genus","264495","Desmoinesian","","313.8","305.9","3992"
"130418","occ","","","10779","Anapiculatisporites","genus","279385","Desmoinesian","","313.8","305.9","3992"
"130419","occ","","F","10779","Apiculatasporites","genus","279388","Desmoinesian","","313.8","305.9","3992"
"130420","occ","","F","10779","Apiculatasporites","genus","279388","Desmoinesian","","313.8","305.9","3992"
"130421","occ","","F","10779","Apiculatasporites","genus","279388","Desmoinesian","","313.8","305.9","3992"
"130422","occ","","","10779","Pilosisporites","genus","276489","Desmoinesian","","313.8","305.9","3992"
"130427","occ","","F","10779","Convolutispora","genus","276753","Desmoinesian","","313.8","305.9","3992"
"130428","occ","","F","10779","Convolutispora","genus","276753","Desmoinesian","","313.8","305.9","3992"
"130429","occ","","F","10779","Microreticulatisporites","genus","286217","Desmoinesian","","313.8","305.9","3992"
"130434","occ","","","10779","Knoxisporites","genus","340593","Desmoinesian","","313.8","305.9","3992"
"130438","occ","","","10779","Lycospora","genus","277985","Desmoinesian","","313.8","305.9","3992"
"130439","occ","","","10779","Lycospora","genus","277985","Desmoinesian","","313.8","305.9","3992"
"130440","occ","","","10779","Lycospora","genus","277985","Desmoinesian","","313.8","305.9","3992"
"130444","occ","","F","10779","Laevigatosporites","genus","250523","Desmoinesian","","313.8","305.9","3992"
"130445","occ","","F","10779","Laevigatosporites","genus","250523","Desmoinesian","","313.8","305.9","3992"
"130446","occ","","F","10779","Laevigatosporites","genus","250523","Desmoinesian","","313.8","305.9","3992"
"130447","occ","","F","10779","Laevigatosporites vulgaris","species","252493","Desmoinesian","","313.8","305.9","3992"
"130462","occ","","F","10780","Deltoidospora","genus","252475","Desmoinesian","","313.8","305.9","3992"
"130469","occ","","","10780","Calamospora","genus","278073","Desmoinesian","","313.8","305.9","3992"
"130470","occ","","","10780","Calamospora","genus","278073","Desmoinesian","","313.8","305.9","3992"
"130471","occ","","","10780","Calamospora","genus","278073","Desmoinesian","","313.8","305.9","3992"
"130472","occ","","F","10780","Granulatisporites","genus","276806","Desmoinesian","","313.8","305.9","3992"
"130473","occ","","F","10780","Granulatisporites","genus","276806","Desmoinesian","","313.8","305.9","3992"
"130474","occ","","F","10780","Granulatisporites","genus","276806","Desmoinesian","","313.8","305.9","3992"
"130475","occ","","","10780","Cyclogranisporites","genus","261034","Desmoinesian","","313.8","305.9","3992"
"130476","occ","","","10780","Cyclogranisporites","genus","261034","Desmoinesian","","313.8","305.9","3992"
"130477","occ","","","10780","Cyclogranisporites","genus","261034","Desmoinesian","","313.8","305.9","3992"
"130478","occ","","","10780","Cyclogranisporites","genus","261034","Desmoinesian","","313.8","305.9","3992"
"130479","occ","","F","10780","Verrucosisporites","genus","264495","Desmoinesian","","313.8","305.9","3992"
"130480","occ","","","10780","Converrucosisporites","genus","276870","Desmoinesian","","313.8","305.9","3992"
"130486","occ","","","10780","Anapiculatisporites","genus","279385","Desmoinesian","","313.8","305.9","3992"
"130487","occ","","F","10780","Apiculatasporites","genus","279388","Desmoinesian","","313.8","305.9","3992"
"130489","occ","","F","10780","Convolutispora","genus","276753","Desmoinesian","","313.8","305.9","3992"
"130490","occ","","F","10780","Microreticulatisporites","genus","286217","Desmoinesian","","313.8","305.9","3992"
"130498","occ","","","10780","Knoxisporites","genus","340593","Desmoinesian","","313.8","305.9","3992"
"130499","occ","","","10780","Knoxisporites","genus","340593","Desmoinesian","","313.8","305.9","3992"
"130505","occ","","","10780","Murospora","genus","276563","Desmoinesian","","313.8","305.9","3992"
"130507","occ","","","10780","Lycospora","genus","277985","Desmoinesian","","313.8","305.9","3992"
"130508","occ","","","10780","Lycospora","genus","277985","Desmoinesian","","313.8","305.9","3992"
"130509","occ","","","10780","Lycospora","genus","277985","Desmoinesian","","313.8","305.9","3992"
"130512","occ","","F","10780","Laevigatosporites","genus","250523","Desmoinesian","","313.8","305.9","3992"
"130525","occ","","","10780","Spermatophyta","phylum","55350","Desmoinesian","","313.8","305.9","3992"
"130529","occ","","","10780","Platysaccus","genus","340635","Desmoinesian","","313.8","305.9","3992"
"130535","occ","","F","10781","Deltoidospora","genus","252475","Desmoinesian","","313.8","305.9","3992"
"130536","occ","","F","10781","Deltoidospora","genus","252475","Desmoinesian","","313.8","305.9","3992"
"130540","occ","","","10781","Calamospora","genus","278073","Desmoinesian","","313.8","305.9","3992"
"130541","occ","","","10781","Calamospora","genus","278073","Desmoinesian","","313.8","305.9","3992"
"130542","occ","","","10781","Calamospora","genus","278073","Desmoinesian","","313.8","305.9","3992"
"130543","occ","","","10781","Calamospora","genus","278073","Desmoinesian","","313.8","305.9","3992"
"130544","occ","","F","10781","Granulatisporites","genus","276806","Desmoinesian","","313.8","305.9","3992"
"130545","occ","","F","10781","Granulatisporites","genus","276806","Desmoinesian","","313.8","305.9","3992"
"130546","occ","","F","10781","Granulatisporites","genus","276806","Desmoinesian","","313.8","305.9","3992"
"130547","occ","","F","10781","Granulatisporites","genus","276806","Desmoinesian","","313.8","305.9","3992"
"130548","occ","","","10781","Cyclogranisporites","genus","261034","Desmoinesian","","313.8","305.9","3992"
"130549","occ","","","10781","Cyclogranisporites","genus","261034","Desmoinesian","","313.8","305.9","3992"
"130550","occ","","","10781","Cyclogranisporites","genus","261034","Desmoinesian","","313.8","305.9","3992"
"130551","occ","","","10781","Cyclogranisporites","genus","261034","Desmoinesian","","313.8","305.9","3992"
"130552","occ","","F","10781","Verrucosisporites","genus","264495","Desmoinesian","","313.8","305.9","3992"
"130553","occ","","F","10781","Verrucosisporites","genus","264495","Desmoinesian","","313.8","305.9","3992"
"130554","occ","","","10781","Converrucosisporites","genus","276870","Desmoinesian","","313.8","305.9","3992"
"130558","occ","","","10781","Anapiculatisporites","genus","279385","Desmoinesian","","313.8","305.9","3992"
"130560","occ","","F","10781","Apiculatasporites","genus","279388","Desmoinesian","","313.8","305.9","3992"
"130561","occ","","F","10781","Apiculatasporites","genus","279388","Desmoinesian","","313.8","305.9","3992"
"130562","occ","","","10781","Pilosisporites","genus","276489","Desmoinesian","","313.8","305.9","3992"
"130566","occ","","F","10781","Microreticulatisporites","genus","286217","Desmoinesian","","313.8","305.9","3992"
"130567","occ","","F","10781","Microreticulatisporites","genus","286217","Desmoinesian","","313.8","305.9","3992"
"130574","occ","","","10781","Knoxisporites","genus","340593","Desmoinesian","","313.8","305.9","3992"
"130579","occ","","","10781","Lycospora","genus","277985","Desmoinesian","","313.8","305.9","3992"
"130580","occ","","","10781","Lycospora","genus","277985","Desmoinesian","","313.8","305.9","3992"
"130581","occ","","","10781","Lycospora","genus","277985","Desmoinesian","","313.8","305.9","3992"
"130585","occ","","F","10781","Laevigatosporites","genus","250523","Desmoinesian","","313.8","305.9","3992"
"130586","occ","","F","10781","Laevigatosporites","genus","250523","Desmoinesian","","313.8","305.9","3992"
"130587","occ","","F","10781","Laevigatosporites","genus","250523","Desmoinesian","","313.8","305.9","3992"
"130597","occ","","","10781","Psilophytopsida","class","263750","Desmoinesian","","313.8","305.9","3992"
"130601","occ","","","10781","Platysaccus","genus","340635","Desmoinesian","","313.8","305.9","3992"
"130605","occ","","","10781","Pinopsida","class","82141","Desmoinesian","","313.8","305.9","3992"
"130608","occ","","F","10782","Deltoidospora","genus","252475","Desmoinesian","","313.8","305.9","3992"
"130609","occ","","F","10782","Deltoidospora","genus","252475","Desmoinesian","","313.8","305.9","3992"
"130610","occ","","F","10782","Deltoidospora","genus","252475","Desmoinesian","","313.8","305.9","3992"
"130614","occ","","","10782","Calamospora","genus","278073","Desmoinesian","","313.8","305.9","3992"
"130615","occ","","","10782","Calamospora","genus","278073","Desmoinesian","","313.8","305.9","3992"
"130616","occ","","F","10782","Granulatisporites","genus","276806","Desmoinesian","","313.8","305.9","3992"
