"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=plantae&cc=EUR,NOA&show=acconly"
"Access Time","Mon 2017-03-13 02:22:43 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","plantae"
"","cc","EUR,NOA"
"","timerule","major"
"","taxon_status","all"
"","show","acconly"
"Elapsed Time","1.63"
"Records Found","37803"
"Records Returned","37803"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"284620","occ","","F","27027","Laevigatosporites","genus","250523","Wuchiapingian","Changhsingian","259.9","252.17","7479"
"284626","occ","","","27027","Klausipollenites","genus","340630","Wuchiapingian","Changhsingian","259.9","252.17","7479"
"284627","occ","","","27027","Platysaccus","genus","340635","Wuchiapingian","Changhsingian","259.9","252.17","7479"
"284746","occ","","","27044","Adiantites","genus","249945","Tournaisian","","358.9","346.7","6792"
"284747","occ","","","27043","Adiantites","genus","249945","Tournaisian","","358.9","346.7","6792"
"284748","occ","","","27045","Lagenospermum","genus","249946","Tournaisian","","358.9","346.7","6792"
"284996","occ","","","27063","Sequoia","genus","55068","Serravallian","","13.82","11.62","6592"
"284997","occ","","","27063","Pinus","genus","55062","Serravallian","","13.82","11.62","6592"
"285002","occ","","","27063","Magnolia","genus","54614","Serravallian","","13.82","11.62","6592"
"285004","occ","","","27063","Lyonia","genus","124735","Serravallian","","13.82","11.62","6592"
"285005","occ","","F","27063","Symplocos","genus","319964","Serravallian","","13.82","11.62","6592"
"285006","occ","","","27063","Hamamelidaceae","family","52846","Serravallian","","13.82","11.62","6592"
"285007","occ","","","27063","Liquidambar","genus","54637","Serravallian","","13.82","11.62","6592"
"285011","occ","","","27064","Glyptostrobus europaeus","species","55252","Serravallian","Tortonian","13.82","7.246","6592"
"285012","occ","","","27064","Glyptostrobus","genus","55253","Serravallian","Tortonian","13.82","7.246","6592"
"285013","occ","","F","27064","Angiospermae","phylum","54885","Serravallian","Tortonian","13.82","7.246","6592"
"285014","occ","","","27064","Monocotyledoneae","subclass","55352","Serravallian","Tortonian","13.82","7.246","6592"
"285015","occ","","","27064","Decodon","genus","198879","Serravallian","Tortonian","13.82","7.246","6592"
"285016","occ","","","27064","Azolla","genus","55880","Serravallian","Tortonian","13.82","7.246","6592"
"285022","occ","","","27064","Decodon","genus","198879","Serravallian","Tortonian","13.82","7.246","6592"
"285023","occ","","","27064","Poaceae","family","53546","Serravallian","Tortonian","13.82","7.246","6592"
"285024","occ","","","27064","Azolla","genus","55880","Serravallian","Tortonian","13.82","7.246","6592"
"285026","occ","","F","27064","Lemna","genus","319856","Serravallian","Tortonian","13.82","7.246","6592"
"285029","occ","","","27064","Taxodium","genus","55063","Serravallian","Tortonian","13.82","7.246","6592"
"285030","occ","","","27064","Sparganium","genus","55259","Serravallian","Tortonian","13.82","7.246","6592"
"285033","occ","","","27064","Rubus","genus","264405","Serravallian","Tortonian","13.82","7.246","6592"
"285035","occ","","","27064","Azolla","genus","55880","Serravallian","Tortonian","13.82","7.246","6592"
"285040","occ","","F","27064","Myrica","genus","55519","Serravallian","Tortonian","13.82","7.246","6592"
"285041","occ","","","27064","Betulaceae","family","54589","Serravallian","Tortonian","13.82","7.246","6592"
"285042","occ","","","27064","Azolla","genus","55880","Serravallian","Tortonian","13.82","7.246","6592"
"285045","occ","","","27064","Hydrocharis","genus","214112","Serravallian","Tortonian","13.82","7.246","6592"
"285046","occ","","","27064","Ampelopsis","genus","55498","Serravallian","Tortonian","13.82","7.246","6592"
"285047","occ","","","27064","Alangium","genus","260469","Serravallian","Tortonian","13.82","7.246","6592"
"285053","occ","","F","27064","Angiospermae","phylum","54885","Serravallian","Tortonian","13.82","7.246","6592"
"285056","occ","","","27064","Rubus","genus","264405","Serravallian","Tortonian","13.82","7.246","6592"
"285057","occ","","","27064","Trapa","genus","55502","Serravallian","Tortonian","13.82","7.246","6592"
"285058","occ","","F","27064","Ilex","genus","319957","Serravallian","Tortonian","13.82","7.246","6592"
"285059","occ","","","27064","Salvinia","genus","55250","Serravallian","Tortonian","13.82","7.246","6592"
"285063","occ","","","27064","Typha","genus","252000","Serravallian","Tortonian","13.82","7.246","6592"
"285064","occ","","","27064","Phragmites","genus","55514","Serravallian","Tortonian","13.82","7.246","6592"
"285065","occ","","","27064","Betula","genus","55294","Serravallian","Tortonian","13.82","7.246","6592"
"285066","occ","","","27064","Fraxinus","genus","54727","Serravallian","Tortonian","13.82","7.246","6592"
"285068","occ","","","27065","Quercus","genus","54594","Middle Miocene","","15.97","11.608","6592"
"285069","occ","","","27066","Taxodium","genus","55063","Serravallian","","13.82","11.62","6592"
"285070","occ","","","27066","Betula","genus","55294","Serravallian","","13.82","11.62","6592"
"285071","occ","","","27066","Alnus","genus","54588","Serravallian","","13.82","11.62","6592"
"285072","occ","","F","27066","Myrica","genus","55519","Serravallian","","13.82","11.62","6592"
"285073","occ","","","27066","Carpinus","genus","55066","Serravallian","","13.82","11.62","6592"
"285074","occ","","","27066","Paliurus favonii","species","341557","Serravallian","","13.82","11.62","6592"
"285075","occ","","","27066","Fagus","genus","55969","Serravallian","","13.82","11.62","6592"
"285076","occ","","","27066","Liquidambar","genus","54637","Serravallian","","13.82","11.62","6592"
"285325","occ","","","27105","Klausipollenites","genus","340630","Wuchiapingian","","259.9","254.17","7473"
"285327","occ","","","27105","Platysaccus","genus","340635","Wuchiapingian","","259.9","254.17","7473"
"285334","occ","","F","27105","Cycadopites","genus","276590","Wuchiapingian","","259.9","254.17","7473"
"285335","occ","","F","27105","Monosulcites","genus","276835","Wuchiapingian","","259.9","254.17","7473"
"285348","occ","","","27106","Klausipollenites","genus","340630","Wuchiapingian","","259.9","254.17","7473"
"285349","occ","","F","27106","Microcachryidites","genus","251905","Wuchiapingian","","259.9","254.17","7473"
"285351","occ","","","27106","Platysaccus","genus","340635","Wuchiapingian","","259.9","254.17","7473"
"285362","occ","","F","27106","Cycadopites","genus","276590","Wuchiapingian","","259.9","254.17","7473"
"285363","occ","","F","27106","Monosulcites","genus","276835","Wuchiapingian","","259.9","254.17","7473"
"285373","occ","","","27107","Klausipollenites","genus","340630","Wuchiapingian","","259.9","254.17","7473"
"285374","occ","","","27107","Platysaccus","genus","340635","Wuchiapingian","","259.9","254.17","7473"
"285385","occ","","","27108","Klausipollenites","genus","340630","Wuchiapingian","Changhsingian","259.9","252.17","7473"
"285394","occ","","","27109","Klausipollenites","genus","340630","Wuchiapingian","Changhsingian","259.9","252.17","7473"
"285397","occ","","F","27109","Cycadopites","genus","276590","Wuchiapingian","Changhsingian","259.9","252.17","7473"
"285402","occ","","","27110","Klausipollenites","genus","340630","Wuchiapingian","Changhsingian","259.9","252.17","7473"
"285405","occ","","F","27110","Verrucosisporites","genus","264495","Wuchiapingian","Changhsingian","259.9","252.17","7473"
"285522","occ","","","27129","Zosterophyllum","genus","55154","Early Emsian","","409.1","402.5","7465"
"285523","occ","","","27129","Psilophyton","genus","55173","Early Emsian","","409.1","402.5","7465"
"285534","occ","","F","27135","Dryophyllum","genus","55983","Early Campanian","","83.5","70.6","7503"
"285535","occ","","","27135","Laurales","order","53971","Early Campanian","","83.5","70.6","7503"
"285536","occ","","","27135","Trochodendroides","genus","55340","Early Campanian","","83.5","70.6","7503"
"285537","occ","","","27137","Klausipollenites","genus","340630","Buntsandstein","","265","252.3","7261"
"285541","occ","","","27137","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"285542","occ","","F","27137","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"285549","occ","","","27138","Klausipollenites","genus","340630","Buntsandstein","","265","252.3","7261"
"285552","occ","","","27138","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"285553","occ","","F","27138","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"285558","occ","","","27139","Klausipollenites","genus","340630","Buntsandstein","","265","252.3","7261"
"285562","occ","","","27139","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"285563","occ","","","27139","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"285564","occ","","F","27139","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"285568","occ","","F","27139","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"285572","occ","","","27140","Klausipollenites","genus","340630","Buntsandstein","","265","252.3","7261"
"285576","occ","","","27140","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"285577","occ","","F","27140","Laevigatosporites vulgaris","species","252493","Buntsandstein","","265","252.3","7261"
"285578","occ","","F","27140","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"285582","occ","","F","27140","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"285583","occ","","","27140","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"285587","occ","","","27142","Klausipollenites","genus","340630","Buntsandstein","","265","252.3","7261"
"285591","occ","","","27142","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"285593","occ","","","27142","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"285594","occ","","F","27142","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"285598","occ","","F","27142","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"285602","occ","","","27141","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"285604","occ","","","27141","Klausipollenites","genus","340630","Buntsandstein","","265","252.3","7261"
"285608","occ","","","27141","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"285609","occ","","F","27141","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"285754","occ","","","27157","Psilophyton","genus","55173","Early Givetian","","388.1","383.7","7508"
"285755","occ","10069","","27157","Pseudosporochnus","genus","249922","Early Givetian","","388.1","383.7","7508"
"285756","occ","","","27157","Pseudosporochnus","genus","249922","Early Givetian","","388.1","383.7","7508"
"285760","occ","","","27157","Aneurophyton","genus","249916","Early Givetian","","388.1","383.7","7508"
"285762","occ","","","27157","Zosterophyllum","genus","55154","Early Givetian","","388.1","383.7","7508"
"285764","occ","","","27159","Psilophyton","genus","55173","Early Givetian","","388.1","383.7","7508"
"285765","occ","","","27159","Pseudosporochnus","genus","249922","Early Givetian","","388.1","383.7","7508"
"285769","occ","","","27159","Aneurophyton","genus","249916","Early Givetian","","388.1","383.7","7508"
"285808","occ","","","16218","Plantae","kingdom","54311","Bridgerian","","50.3","46.2","1441"
"285813","occ","","","27164","Cycadopites follicularis","species","327526","Buntsandstein","Griesbachian","265","251.3","7261"
"285814","occ","","","27164","Kraeuselisporites","genus","340585","Buntsandstein","Griesbachian","265","251.3","7261"
"285815","occ","","F","27164","Densoisporites","genus","264482","Buntsandstein","Griesbachian","265","251.3","7261"
"285818","occ","","F","27164","Densoisporites","genus","264482","Buntsandstein","Griesbachian","265","251.3","7261"
"285819","occ","","","27164","Calamospora mesozoica","species","278074","Buntsandstein","Griesbachian","265","251.3","7261"
"285859","occ","","","27157","Zosterophyllum","genus","55154","Early Givetian","","388.1","383.7","7508"
"285860","occ","","","27157","Plantae","kingdom","54311","Early Givetian","","388.1","383.7","7508"
"285861","occ","","","27157","Plantae","kingdom","54311","Early Givetian","","388.1","383.7","7508"
"285884","occ","","","27178","Plantae","kingdom","54311","Eifelian","Middle Devonian","393.3","382.7","7516"
"286190","occ","","","27165","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"286191","occ","","F","27165","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286196","occ","","F","27165","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286198","occ","","","27165","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"286203","occ","","","27261","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"286205","occ","","","27261","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"286206","occ","","F","27261","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286210","occ","","F","27261","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286211","occ","","","27261","Calamospora mesozoica","species","278074","Buntsandstein","","265","252.3","7261"
"286409","occ","","","52072","Balmeisporites","genus","276781","Late Campanian","Early Maastrichtian","83.5","66","2208"
"286411","occ","","F","52072","Cicatricosisporites","genus","251828","Late Campanian","Early Maastrichtian","83.5","66","2208"
"286412","occ","","","52072","Hamulatisporis","genus","278108","Late Campanian","Early Maastrichtian","83.5","66","2208"
"286413","occ","","","52072","Hamulatisporis","genus","278108","Late Campanian","Early Maastrichtian","83.5","66","2208"
"286414","occ","","","52072","Lycopodiumsporites","genus","264486","Late Campanian","Early Maastrichtian","83.5","66","2208"
"286415","occ","","F","52072","Polypodiidites","genus","276568","Late Campanian","Early Maastrichtian","83.5","66","2208"
"286417","occ","","","52072","Picea","genus","83629","Late Campanian","Early Maastrichtian","83.5","66","2208"
"286418","occ","","","52072","Glyptostrobus","genus","55253","Late Campanian","Early Maastrichtian","83.5","66","2208"
"286431","occ","","","52072","Trifossapollenites","genus","325699","Late Campanian","Early Maastrichtian","83.5","66","2208"
"286434","occ","","F","52072","Momipites","genus","309007","Late Campanian","Early Maastrichtian","83.5","66","2208"
"286436","occ","","F","52072","Liliacidites","genus","251329","Late Campanian","Early Maastrichtian","83.5","66","2208"
"286440","occ","","","27270","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"286441","occ","","","27270","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"286442","occ","","F","27270","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286447","occ","","F","27270","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286453","occ","","","27272","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"286454","occ","","F","27272","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286458","occ","","F","27272","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286460","occ","","","27272","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"286466","occ","","","27273","Klausipollenites","genus","340630","Buntsandstein","","265","252.3","7261"
"286468","occ","","","27273","Platysaccus","genus","340635","Buntsandstein","","265","252.3","7261"
"286471","occ","","","27273","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"286472","occ","","F","27273","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286475","occ","","F","27273","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286480","occ","","","27274","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"286481","occ","","","27274","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"286482","occ","","F","27274","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286485","occ","","F","27274","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286492","occ","","","27275","Vitis","genus","157350","Middle Miocene","","15.97","11.608","6592"
"286494","occ","","F","27276","Myrica","genus","55519","Langhian","","15.97","13.82","6592"
"286496","occ","","F","27276","Cladium","genus","319855","Langhian","","15.97","13.82","6592"
"286497","occ","","","27277","Picea","genus","83629","Messinian","Zanclean","7.246","3.6","6592"
"286498","occ","","","27277","Salix","genus","54580","Messinian","Zanclean","7.246","3.6","6592"
"286499","occ","","","27277","Abies","genus","55065","Messinian","Zanclean","7.246","3.6","6592"
"286500","occ","","","27277","Carpinus","genus","55066","Messinian","Zanclean","7.246","3.6","6592"
"286503","occ","","","27277","Ostrya","genus","157332","Messinian","Zanclean","7.246","3.6","6592"
"286505","occ","","F","27277","Polygonum","genus","319859","Messinian","Zanclean","7.246","3.6","6592"
"286506","occ","","","27277","Carpinus","genus","55066","Messinian","Zanclean","7.246","3.6","6592"
"286507","occ","","","27277","Alnus","genus","54588","Messinian","Zanclean","7.246","3.6","6592"
"286508","occ","","","27277","Rubus","genus","264405","Messinian","Zanclean","7.246","3.6","6592"
"286509","occ","","","27277","Acer","genus","54688","Messinian","Zanclean","7.246","3.6","6592"
"286515","occ","","","27277","Fagus","genus","55969","Messinian","Zanclean","7.246","3.6","6592"
"286518","occ","","","27277","Acer","genus","54688","Messinian","Zanclean","7.246","3.6","6592"
"286519","occ","","","27277","Pinus","genus","55062","Messinian","Zanclean","7.246","3.6","6592"
"286520","occ","","","27277","Acer","genus","54688","Messinian","Zanclean","7.246","3.6","6592"
"286524","occ","","","27277","Prunus","genus","157342","Messinian","Zanclean","7.246","3.6","6592"
"286526","occ","","","27277","Rubus","genus","264405","Messinian","Zanclean","7.246","3.6","6592"
"286527","occ","","F","27277","Ilex","genus","319957","Messinian","Zanclean","7.246","3.6","6592"
"286529","occ","","","27277","Potamogeton","genus","83632","Messinian","Zanclean","7.246","3.6","6592"
"286530","occ","","","27277","Pinus","genus","55062","Messinian","Zanclean","7.246","3.6","6592"
"286531","occ","","","27277","Carpinus","genus","55066","Messinian","Zanclean","7.246","3.6","6592"
"286532","occ","","","27277","Pterocarya","genus","55292","Messinian","Zanclean","7.246","3.6","6592"
"286533","occ","","","27277","Glyptostrobus","genus","55253","Messinian","Zanclean","7.246","3.6","6592"
"286534","occ","","","27277","Picea","genus","83629","Messinian","Zanclean","7.246","3.6","6592"
"286535","occ","","","27277","Physalis","genus","97714","Messinian","Zanclean","7.246","3.6","6592"
"286538","occ","","","27277","Morus","genus","81716","Messinian","Zanclean","7.246","3.6","6592"
"286539","occ","","","27277","Rubus","genus","264405","Messinian","Zanclean","7.246","3.6","6592"
"286540","occ","","F","27277","Euphorbia","genus","319873","Messinian","Zanclean","7.246","3.6","6592"
"286543","occ","","","27277","Betula","genus","55294","Messinian","Zanclean","7.246","3.6","6592"
"286545","occ","","F","27277","Polygonum","genus","319859","Messinian","Zanclean","7.246","3.6","6592"
"286546","occ","","","27277","Corylus","genus","55296","Messinian","Zanclean","7.246","3.6","6592"
"286548","occ","","","27277","Ranunculus","genus","331065","Messinian","Zanclean","7.246","3.6","6592"
"286550","occ","","F","27277","Rumex","genus","320020","Messinian","Zanclean","7.246","3.6","6592"
"286552","occ","","F","27277","Rumex","genus","320020","Messinian","Zanclean","7.246","3.6","6592"
"286556","occ","","","27277","Vitis","genus","157350","Messinian","Zanclean","7.246","3.6","6592"
"286557","occ","","","27277","Pinus","genus","55062","Messinian","Zanclean","7.246","3.6","6592"
"286558","occ","","","27277","Ranunculus","genus","331065","Messinian","Zanclean","7.246","3.6","6592"
"286561","occ","","","27277","Salvinia","genus","55250","Messinian","Zanclean","7.246","3.6","6592"
"286562","occ","","","27277","Selaginella","genus","282557","Messinian","Zanclean","7.246","3.6","6592"
"286564","occ","","","27278","Pinus","genus","55062","Serravallian","","13.82","11.62","6592"
"286568","occ","","","27278","Glyptostrobus","genus","55253","Serravallian","","13.82","11.62","6592"
"286569","occ","","","27279","Abies","genus","55065","Langhian","Serravallian","15.97","11.62","6592"
"286571","occ","","","27279","Glyptostrobus europaeus","species","55252","Langhian","Serravallian","15.97","11.62","6592"
"286572","occ","","","27279","Betula","genus","55294","Langhian","Serravallian","15.97","11.62","6592"
"286574","occ","","","27279","Pinus","genus","55062","Langhian","Serravallian","15.97","11.62","6592"
"286578","occ","","F","27279","Myrica","genus","55519","Langhian","Serravallian","15.97","11.62","6592"
"286579","occ","","","27279","Salvinia","genus","55250","Langhian","Serravallian","15.97","11.62","6592"
"286581","occ","","","27279","Sequoia","genus","55068","Langhian","Serravallian","15.97","11.62","6592"
"286583","occ","","","27279","Marsilea","genus","198705","Langhian","Serravallian","15.97","11.62","6592"
"286584","occ","","","27279","Populus","genus","55955","Langhian","Serravallian","15.97","11.62","6592"
"286588","occ","","","27279","Salvinia","genus","55250","Langhian","Serravallian","15.97","11.62","6592"
"286616","occ","","","27292","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"286617","occ","","F","27292","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286641","occ","","","27293","Platysaccus","genus","340635","Buntsandstein","","265","252.3","7261"
"286644","occ","","","27293","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"286645","occ","","F","27293","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286647","occ","","F","27293","Verrucosisporites","genus","264495","Buntsandstein","","265","252.3","7261"
"286649","occ","","F","27293","Verrucosisporites","genus","264495","Buntsandstein","","265","252.3","7261"
"286655","occ","","","27294","Platysaccus","genus","340635","Buntsandstein","","265","252.3","7261"
"286658","occ","","","27294","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"286659","occ","","F","27294","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286660","occ","","","27294","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"286667","occ","","F","27294","Verrucosisporites","genus","264495","Buntsandstein","","265","252.3","7261"
"286669","occ","","F","27294","Verrucosisporites","genus","264495","Buntsandstein","","265","252.3","7261"
"286673","occ","","F","27295","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286676","occ","","F","27295","Verrucosisporites","genus","264495","Buntsandstein","","265","252.3","7261"
"286712","occ","","","27135","Platanus","genus","53335","Early Campanian","","83.5","70.6","7503"
"286713","occ","","","27135","Hamamelidales","order","53336","Early Campanian","","83.5","70.6","7503"
"286714","occ","","","27135","Cinnamomum","genus","54617","Early Campanian","","83.5","70.6","7503"
"286715","occ","","","27135","Crassidenticulum","genus","56277","Early Campanian","","83.5","70.6","7503"
"286716","occ","","","27135","Woodwardia","genus","55248","Early Campanian","","83.5","70.6","7503"
"286717","occ","","","27135","Asplenium","genus","55061","Early Campanian","","83.5","70.6","7503"
"286718","occ","","F","27135","Brachyphyllum","genus","56328","Early Campanian","","83.5","70.6","7503"
"286719","occ","","F","27135","Araucarites","genus","56321","Early Campanian","","83.5","70.6","7503"
"286724","occ","","F","27136","Dryophyllum","genus","55983","Early Campanian","","83.5","70.6","7503"
"286725","occ","","","27136","Platanites marginata","species","337679","Early Campanian","","83.5","70.6","7503"
"286727","occ","","","27136","Magnoliopsida","class","55217","Early Campanian","","83.5","70.6","7503"
"286728","occ","","","27136","Platanus","genus","53335","Early Campanian","","83.5","70.6","7503"
"286729","occ","","","27136","Lauraceae","family","53510","Early Campanian","","83.5","70.6","7503"
"286730","occ","","","27136","Cinnamomum","genus","54617","Early Campanian","","83.5","70.6","7503"
"286731","occ","","","27136","Sabalites","genus","54574","Early Campanian","","83.5","70.6","7503"
"286732","occ","","","27136","Anemia","genus","55510","Early Campanian","","83.5","70.6","7503"
"286733","occ","","F","27136","Araucarites","genus","56321","Early Campanian","","83.5","70.6","7503"
"286797","occ","","","15759","Celtis","genus","53532","Wasatchian","","55.8","50.3","1657"
"286798","occ","","","15647","Celtis","genus","53532","Wasatchian","","55.8","50.3","1657"
"286805","occ","","","15760","Celtis","genus","53532","Wasatchian","","55.8","50.3","1657"
"286844","occ","","","27344","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"286846","occ","","F","27344","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286850","occ","","","27345","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"286855","occ","","","27345","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"286857","occ","","F","27345","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286861","occ","","","27297","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"286867","occ","","","27298","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"286868","occ","","","27298","Klausipollenites","genus","340630","Buntsandstein","","265","252.3","7261"
"286869","occ","","","27298","Klausipollenites","genus","340630","Buntsandstein","","265","252.3","7261"
"286870","occ","","","27298","Platysaccus","genus","340635","Buntsandstein","","265","252.3","7261"
"286872","occ","","","27298","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"286877","occ","","","27318","Klausipollenites","genus","340630","Buntsandstein","","265","252.3","7261"
"286881","occ","","","27318","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"286884","occ","","","27317","Klausipollenites","genus","340630","Buntsandstein","","265","252.3","7261"
"286886","occ","","","27317","Klausipollenites","genus","340630","Buntsandstein","","265","252.3","7261"
"286891","occ","","","27322","Platysaccus","genus","340635","Buntsandstein","","265","252.3","7261"
"286894","occ","","","27322","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"286899","occ","","","27321","Platysaccus","genus","340635","Buntsandstein","","265","252.3","7261"
"286901","occ","","","27321","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"286906","occ","","","27328","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"286908","occ","","","27328","Klausipollenites","genus","340630","Buntsandstein","","265","252.3","7261"
"286911","occ","","","27328","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"286914","occ","","F","27328","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286915","occ","","","27327","Cycadopites follicularis","species","327526","Buntsandstein","","265","252.3","7261"
"286918","occ","","","27327","Platysaccus","genus","340635","Buntsandstein","","265","252.3","7261"
"286922","occ","","F","27327","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"286924","occ","","F","27327","Laevigatosporites vulgaris","species","252493","Buntsandstein","","265","252.3","7261"
"287050","occ","","","27376","Pinus","genus","55062","Serravallian","","13.82","11.62","6592"
"287051","occ","","","27376","Sequoia","genus","55068","Serravallian","","13.82","11.62","6592"
"287052","occ","","","27376","Abies","genus","55065","Serravallian","","13.82","11.62","6592"
"287053","occ","","","27376","Glyptostrobus europaeus","species","55252","Serravallian","","13.82","11.62","6592"
"287054","occ","","","27376","Taxodium","genus","55063","Serravallian","","13.82","11.62","6592"
"287055","occ","","","27376","Betula","genus","55294","Serravallian","","13.82","11.62","6592"
"287058","occ","","","27376","Carpinus","genus","55066","Serravallian","","13.82","11.62","6592"
"287059","occ","","","27376","Typha","genus","252000","Serravallian","","13.82","11.62","6592"
"287062","occ","","","27376","Selaginella","genus","282557","Serravallian","","13.82","11.62","6592"
"287063","occ","","","27376","Pinus","genus","55062","Serravallian","","13.82","11.62","6592"
"287065","occ","","","27376","Fagus","genus","55969","Serravallian","","13.82","11.62","6592"
"287067","occ","","","27376","Alisma","genus","83635","Serravallian","","13.82","11.62","6592"
"287069","occ","","","27377","Fagus","genus","55969","Serravallian","","13.82","11.62","6592"
"287070","occ","","","27377","Carpinus","genus","55066","Serravallian","","13.82","11.62","6592"
"287071","occ","","","27377","Quercus","genus","54594","Serravallian","","13.82","11.62","6592"
"287072","occ","","","27377","Ulmus","genus","55984","Serravallian","","13.82","11.62","6592"
"287074","occ","","","27377","Taxodium","genus","55063","Serravallian","","13.82","11.62","6592"
"287075","occ","","","27377","Salix","genus","54580","Serravallian","","13.82","11.62","6592"
"287076","occ","","","27377","Populus","genus","55955","Serravallian","","13.82","11.62","6592"
"287077","occ","","","27377","Zelkova","genus","56210","Serravallian","","13.82","11.62","6592"
"287078","occ","","","27377","Quercus","genus","54594","Serravallian","","13.82","11.62","6592"
"287079","occ","","F","27377","Myrica","genus","55519","Serravallian","","13.82","11.62","6592"
"287080","occ","","","27377","Fraxinus","genus","54727","Serravallian","","13.82","11.62","6592"
"287081","occ","","","27377","Phragmites","genus","55514","Serravallian","","13.82","11.62","6592"
