Species	Status	min_age	max_age
Equus_francisci	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_scotti	extinct	1.8	4.9
Nannippus_peninsulatus	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_scotti	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus_francisci	extinct	1.8	4.9
Equus_scotti	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_idahoensis	extinct	1.8	4.9
Equus_idahoensis	extinct	1.8	4.9
Equus_giganteus	extinct	1.8	4.9
Equus_idahoensis	extinct	1.8	4.9
Equus_giganteus	extinct	1.8	4.9
Equus_idahoensis	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_giganteus	extinct	1.8	4.9
Equus_idahoensis	extinct	1.8	4.9
Equus_giganteus	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_idahoensis	extinct	0.3	1.8
Equus_(Dolichohippus)	extinct	0.3	1.8
Equus_idahoensis	extinct	0.3	1.8
Equus_idahoensis	extinct	0.3	1.8
Equus_(Dolichohippus)	extinct	0.3	1.8
Equus_giganteus	extinct	0.3	1.8
Equus_idahoensis	extinct	0.3	1.8
Equus_(Dolichohippus)	extinct	0.3	1.8
Equus_idahoensis	extinct	0.3	1.8
Equus_idahoensis	extinct	0.3	1.8
Equus	extinct	1.8	4.9
Equus_giganteus	extinct	0.3	4.9
Nannippus_peninsulatus	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Nannippus_peninsulatus	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Nannippus_peninsulatus	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Nannippus	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Nannippus_peninsulatus	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_idahoensis	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Nannippus_peninsulatus	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Nannippus_peninsulatus	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_scotti	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Nannippus_peninsulatus	extinct	1.8	4.9
Equus_scotti	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Nannippus_peninsulatus	extinct	1.8	4.9
Nannippus_aztecus	extinct	1.8	4.9
Equus_scotti	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Nannippus_beckensis	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Nannippus_peninsulatus	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Nannippus	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Nannippus_peninsulatus	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Nannippus_peninsulatus	extinct	1.8	4.9
Nannippus_peninsulatus	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Nannippus_peninsulatus	extinct	0.3	4.9
Nannippus_peninsulatus	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Plesiohipparion	extinct	3.6	5.333
Equus	extinct	1.8	4.9
Dinohippus	extinct	1.8	4.9
Dinohippus	extinct	1.8	4.9
Hippidion	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Dinohippus	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus_(Dolichohippus)	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus_(Dolichohippus)	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus_(Dolichohippus)	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus_(Dolichohippus)	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus_(Dolichohippus)	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus_(Dolichohippus)	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus_(Dolichohippus)	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus_(Dolichohippus)	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Hippidion	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus_(Dolichohippus)	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus_(Dolichohippus)	extinct	1.8	4.9
Equus_(Dolichohippus)_enormis	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus	extinct	0.3	1.8
Equus_(Dolichohippus)	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_(Dolichohippus)	extinct	0.3	1.8
Equus_(Dolichohippus)_simplicidens	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_(Dolichohippus)	extinct	0.3	1.8
Equus_(Dolichohippus)_simplicidens	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_(Dolichohippus)	extinct	0.3	1.8
Equus_(Dolichohippus)_enormis	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_(Dolichohippus)	extinct	0.3	1.8
Equus_(Dolichohippus)_simplicidens	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_(Dolichohippus)	extinct	0.3	1.8
Equus_(Dolichohippus)_simplicidens	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_(Hemionus)	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_(Dolichohippus)	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_(Dolichohippus)	extinct	0.3	1.8
Equus_(Dolichohippus)_enormis	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equidae	extinct	0.3	1.8
Equus_niobrarensis	extinct	0.3	1.8
Equus_francisci	extinct	0.3	1.8
Equus_conversidens	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	4.9
Equus_(Hemionus)	extinct	0.3	1.8
Equus_francisci	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_francisci	extinct	0.3	1.8
Equus_giganteus	extinct	0.3	1.8
Equus_(Dolichohippus)_enormis	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_conversidens	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus_conversidens	extinct	0.3	1.8
Equus_niobrarensis	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_conversidens	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_conversidens	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_(Hesperohippus)_mexicanus	extinct	0.3	1.8
Equus_conversidens	extinct	0.3	1.8
Equus_conversidens	extinct	0.3	1.8
Equus_(Hesperohippus)_mexicanus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus_leidyi	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus_niobrarensis	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_(Dolichohippus)_enormis	extinct	0.3	1.8
Equus_(Hemionus)	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_conversidens	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	4.9
Equus_leidyi	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	1.8	4.9
Equus	extinct	0.3	1.8
Equus_conversidens	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_leidyi	extinct	0.3	1.8
Equus_niobrarensis	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_niobrarensis	extinct	0.0117	0.126
Equus_(Dolichohippus)_simplicidens	extinct	0.3	1.8
Equus	extinct	0.012	1.8
Equus	extinct	1.8	4.9
Equus_complicatus	extinct	1.8	4.9
Equus_conversidens	extinct	1.8	4.9
Equus_(Dolichohippus)_simplicidens	extinct	0.012	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_(Hemionus)	extinct	0.3	1.8
Equus_niobrarensis	extinct	0.3	1.8
Equus	extinct	0.012	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_giganteus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus_francisci	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_francisci	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_francisci	extinct	0.3	1.8
Equus_fraternus	extinct	0.3	1.8
Equus_leidyi	extinct	0.3	1.8
Equus_leidyi	extinct	0.3	1.8
Equus_niobrarensis	extinct	0.3	1.8
Equus_conversidens	extinct	0.3	1.8
Equus_complicatus	extinct	0.3	1.8
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus_scotti	extinct	0.126	0.781
Equus_scotti	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus_francisci	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_conversidens	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_francisci	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_francisci	extinct	0.3	1.8
Equidae	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_francisci	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus_giganteus	extinct	0.3	1.8
Equus_leidyi	extinct	1.8	4.9
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_niobrarensis	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	4.9
Equus_leidyi	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_fraternus	extinct	0.3	1.8
Equus_leidyi	extinct	0.3	1.8
Equus_leidyi	extinct	0.3	1.8
Equus_leidyi	extinct	0.3	1.8
Equus	extinct	0.012	1.8
Equus	extinct	0.3	1.8
Equus_(Dolichohippus)_simplicidens	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.012	1.8
Equus_leidyi	extinct	0.3	1.8
Equus_francisci	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.012	0.3
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_leidyi	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_leidyi	extinct	0.3	1.8
Equus_complicatus	extinct	0.3	1.8
Equus_pectinatus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_leidyi	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.012	1.8
Equus	extinct	0.012	1.8
Equus	extinct	0.012	1.8
Equus	extinct	0.012	1.8
Equus	extinct	0.012	0.3
Equus_niobrarensis	extinct	0.012	1.8
Equus	extinct	0.3	1.8
Equus_leidyi	extinct	0.3	1.8
Equus	extinct	0.012	0.3
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_francisci	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_francisci	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_francisci	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.012	1.8
Equus_fraternus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.012	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_conversidens	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_conversidens	extinct	0.3	1.8
Equus_francisci	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus_conversidens	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	1.8	4.9
Equus	extinct	0.012	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus	extinct	0.012	1.8
Equus_complicatus	extinct	0.3	1.8
Equus_pacificus	extinct	0.3	1.8
Equus	extinct	0.3	1.8
Equus_scotti	extinct	0.3	1.8
Equus_scotti	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus_conversidens	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus_conversidens	extinct	0.0117	0.126
Equus_scotti	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus_complicatus	extinct	0.0117	0.126
Equus_scotti	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus_pacificus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus_conversidens	extinct	0.0117	0.126
Equus_niobrarensis	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus_conversidens	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.012	0.3
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.012	0.3
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus_conversidens	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus_leidyi	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus_niobrarensis	extinct	0.0117	0.126
Equus_conversidens	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus_fraternus	extinct	0.0117	0.126
Equus_giganteus	extinct	0.0117	0.126
Equus_niobrarensis	extinct	0.0117	0.126
Equus_conversidens	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus	extinct	0.781	3.6
Equus	extinct	0.781	3.6
Equus	extinct	0.781	3.6
Equus	extinct	0.781	1.806
Equidae	extinct	0.781	1.806
Hipparion	extinct	0.781	1.806
Equus	extinct	0.781	1.806
Equus	extinct	1.806	2.588
Equus	extinct	1.806	2.588
Equus	extinct	1.806	2.588
Hippotherium_primigenium	extinct	2.588	7.246
Eurygnathohippus_turkanense	extinct	2.588	7.246
Hipparion	extinct	2.588	7.246
Hipparion	extinct	2.588	3.6
Hippotherium_primigenium	extinct	3.6	5.333
Equus	extinct	1.806	2.588
Equus	extinct	0.781	1.806
Equus	extinct	0.781	1.806
Equus	extinct	0.781	3.6
Equus	extinct	0.781	3.6
Hipparion	extinct	0.781	3.6
Equus	extinct	0.0117	5.333
Equus	extinct	0.781	3.6
Equus	extinct	1.806	2.588
Hipparion	extinct	0.781	5.333
Equus	extinct	0.781	2.588
Equus	extinct	1.806	2.588
Equus	extinct	0.781	1.806
Equus	extinct	0.0117	5.333
Hipparion	extinct	2.588	3.6
Equus	extinct	1.806	2.588
Hipparion	extinct	1.806	2.588
Equus	extinct	0.0117	5.333
Equus	extinct	0.0117	5.333
Equus	extinct	0.0117	5.333
Equus	extinct	0.781	1.806
Equus	extinct	0.0117	5.333
Equus	extinct	0.781	1.806
Equus	extinct	1.806	2.588
Equus	extinct	0.781	3.6
Hipparion	extinct	0.781	3.6
Equus	extinct	1.806	2.588
Equus	extinct	1.806	2.588
Equus	extinct	0.781	3.6
Hipparion	extinct	0.781	3.6
Hipparion	extinct	0.781	3.6
Equus	extinct	0.781	3.6
Hipparion	extinct	0.781	3.6
Equus	extinct	0.0117	5.333
Equus	extinct	0.781	3.6
Hipparion	extinct	0.781	3.6
Hipparion	extinct	1.806	2.588
Hipparion	extinct	0.0117	5.333
Equus	extinct	0.781	1.806
Equidae	extinct	0.781	1.806
Equus_(Dolichohippus)_grevyi	extinct	0.781	1.806
Equus	extinct	0.0117	5.333
Hipparion	extinct	0.0117	5.333
Hipparion	extinct	0.0117	5.333
Equus_(Dolichohippus)_grevyi	extinct	0.0117	2.588
Equus	extinct	0.781	5.333
Hipparion	extinct	0.781	5.333
Eurygnathohippus_hasumense	extinct	2.588	3.6
Equidae	extinct	1.806	2.588
Equus_quagga_burchelli	extinct	0	0.0117
Eurygnathohippus_afarense	extinct	2.588	3.6
Hipparion	extinct	2.588	3.6
Hipparion	extinct	2.588	3.6
Eurygnathohippus_afarense	extinct	2.588	3.6
Hipparion	extinct	2.588	3.6
Equus	extinct	0	2.588
Equus_asinus	extinct	0	2.588
Equus	extinct	0	2.588
Equus	extinct	0	2.588
Equus_asinus	extinct	0	2.588
Equus	extinct	0	2.588
Equus	extinct	0	2.588
Equus	extinct	0	0.0117
Equus_quagga_burchelli	extinct	0	0.0117
Equus_quagga_burchelli	extinct	0.0117	2.588
Equus_quagga	extant	0.0117	2.588
Equus	extinct	0	0.0117
Equus_asinus	extinct	0.0117	2.588
Equus_asinus	extinct	0.0117	2.588
Equus_quagga_burchelli	extinct	0.0117	0.781
Hipparion	extinct	0.0117	0.781
Equus_quagga	extant	0.0117	0.781
Equus_quagga_burchelli	extinct	0	0.0117
Equus_asinus	extinct	0	2.588
Equus_asinus	extinct	0	0.0117
Equus_quagga_burchelli	extinct	0	0.0117
Equus_quagga	extant	0	0.0117
Equus_quagga_burchelli	extinct	0	0.0117
Equus_quagga	extant	0	0.0117
Equus_quagga_burchelli	extinct	0	0.0117
Equus_quagga	extant	0	0.0117
Equus_quagga_burchelli	extinct	0	0.0117
Equus_quagga	extant	0	0.0117
Equus_quagga_burchelli	extinct	0	0.0117
Equus_quagga	extant	0	0.0117
Equus	extinct	0.0117	2.588
Equus	extinct	0	0.0117
Equus	extinct	0.0117	2.588
Equus	extinct	0.0117	2.588
Equus	extinct	0.0117	2.588
Equus_quagga_burchelli	extinct	0.781	1.806
Equus_capensis	extinct	0.781	1.806
Eurygnathohippus_libycum	extinct	0.781	1.806
Equus_quagga_burchelli	extinct	0	0.0117
Equus_quagga_burchelli	extinct	0	0.0117
Equus_capensis	extinct	0.0117	2.588
Equus_quagga_burchelli	extinct	0.781	1.806
Equus_capensis	extinct	0.781	1.806
Eurygnathohippus_afarense	extinct	2.588	3.6
Hipparion	extinct	0.781	1.806
Hipparion	extinct	0.781	1.806
Equus	extinct	0.781	1.806
Equus	extinct	0.0117	2.588
Hipparion	extinct	0.0117	2.588
Equus	extinct	0.781	1.806
Hipparion	extinct	0.781	1.806
Equus	extinct	0.781	1.806
Hipparion	extinct	0.781	1.806
Hipparion	extinct	0.0117	23.03
Hipparion	extinct	3.6	5.333
Hipparion	extinct	0.0117	5.333
Hipparion	extinct	0.0117	23.03
Hipparion	extinct	3.6	11.62
Equus	extinct	0	2.588
Hipparion	extinct	0	2.588
Hipparion	extinct	7.246	13.82
Hippotherium_primigenium	extinct	7.246	13.82
Hipparion	extinct	3.6	11.62
Hippotherium_primigenium	extinct	3.6	11.62
Hipparion	extinct	3.6	11.62
Equus	extinct	0	2.588
Hipparion	extinct	2.588	23.03
Equus	extinct	0	2.588
Hipparion	extinct	0.0117	5.333
Hipparion	extinct	3.6	5.333
Hipparion	extinct	3.6	5.333
Equus	extinct	0	2.588
Hipparion	extinct	0	2.588
Hipparion	extinct	3.6	11.62
Equus_quagga_burchelli	extinct	0	2.588
Equus_quagga_burchelli	extinct	0	2.588
Equus_quagga_burchelli	extinct	0	2.588
Equus_quagga_burchelli	extinct	0	2.588
Equus_quagga_burchelli	extinct	0	2.588
Equus_quagga_burchelli	extinct	0	2.588
Equus_quagga_burchelli	extinct	0	2.588
Equus	extinct	0	2.588
Equus_quagga_burchelli	extinct	0	2.588
Equus_quagga_burchelli	extinct	0	2.588
Equus_quagga_burchelli	extinct	0	2.588
Equus_quagga_burchelli	extinct	0	2.588
Eurygnathohippus_afarense	extinct	0.0117	5.333
Hippotherium_primigenium	extinct	5.333	11.608
Equidae	extinct	2.588	23.03
Equus	extinct	2.588	23.03
Eurygnathohippus_albertense	extinct	2.588	23.03
Hipparion	extinct	3.6	5.333
Hipparion	extinct	3.6	5.333
Hipparion	extinct	2.588	23.03
Eurygnathohippus_albertense	extinct	2.588	23.03
Equus	extinct	2.588	23.03
Eurygnathohippus_albertense	extinct	2.588	23.03
Equus_capensis	extinct	2.588	23.03
Equus	extinct	0.0117	23.03
Eurygnathohippus	extinct	2.588	11.62
Hippotherium_primigenium	extinct	2.588	11.62
Eurygnathohippus_turkanense	extinct	2.588	11.62
Hipparion	extinct	2.588	11.62
Eurygnathohippus	extinct	2.588	11.608
Hipparionini	extinct	0.781	7.246
Equus	extinct	0.0117	2.588
Equus	extinct	0.781	5.333
Equus	extinct	0.0117	2.588
Hipparionini	extinct	5.333	7.246
Hipparion	extinct	5.333	7.246
Hipparion	extinct	3.6	5.333
Hipparion	extinct	3.6	5.333
Hippotherium_primigenium	extinct	0.781	7.246
Equidae	extinct	11.62	13.82
Equidae	extinct	11.62	13.82
Hipparion	extinct	5.333	11.62
Hipparion	extinct	5.333	7.246
Eurygnathohippus_hasumense	extinct	2.588	5.333
Equus	extinct	0.0117	5.333
Hipparion	extinct	0.0117	5.333
Hipparion	extinct	0.0117	5.333
Hipparion	extinct	2.588	5.333
Equus	extinct	0.781	1.806
Hipparion	extinct	3.6	5.333
Equus	extinct	2.588	3.6
Hipparion	extinct	2.588	3.6
Equus	extinct	0.0117	2.588
Hipparion	extinct	0.0117	2.588
Equus	extinct	0.0117	2.588
Equus	extinct	0.0117	2.588
Equus	extinct	0.0117	2.588
Equus_quagga_burchelli	extinct	0.0117	2.588
Equus	extinct	0.0117	2.588
Hipparion	extinct	0.0117	2.588
Equus	extinct	0.0117	2.588
Equus_asinus	extinct	0.0117	2.588
Equus	extinct	0.0117	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Hipparion	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Hipparion	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	1.806
Eurygnathohippus_afarense	extinct	2.588	5.333
Eurygnathohippus_hasumense	extinct	2.588	5.333
Equus_asinus	extinct	0.0117	2.588
Equus_asinus	extinct	0.0117	2.588
Equus_asinus	extinct	0	2.588
Equus_asinus	extinct	0	2.588
